structure,n_points,raw_energy_mae_eV_per_atom,raw_energy_rmse_eV_per_atom,raw_energy_max_abs_eV_per_atom,raw_energy_mae_meV_per_atom,raw_energy_rmse_meV_per_atom,raw_energy_max_abs_meV_per_atom,phase_aligned_relative_energy_mae_eV_per_atom,phase_aligned_relative_energy_rmse_eV_per_atom,phase_aligned_relative_energy_max_abs_eV_per_atom,phase_aligned_relative_energy_mae_meV_per_atom,phase_aligned_relative_energy_rmse_meV_per_atom,phase_aligned_relative_energy_max_abs_meV_per_atom,dft_grid_min_scale,nnap_grid_min_scale,dft_grid_min_volume_per_atom_A3,nnap_grid_min_volume_per_atom_A3,grid_min_volume_shift_A3_per_atom,dft_grid_min_energy_per_atom_eV,nnap_grid_min_energy_per_atom_eV
bcc,19,0.0553741839551,0.0596305210787,0.09448040882,55.3741839551,59.6305210787,94.48040882,0.0195380543473,0.0221471184474,0.038108196761,19.5380543473,22.1471184474,38.108196761,1,0.993333333333,18.1299727385,17.7697852416,-0.360187496933,-11.860121475000,-11.916493687059
fcc,19,0.00300974973826,0.00385023338655,0.006701319101,3.00974973826,3.85023338655,6.701319101,0.00248439222626,0.00316119864885,0.005648847889,2.48439222626,3.16119864885,5.648847889,1.01,1.01,18.7015754834,18.7015754834,0,-11.607138885000,-11.608191356212
hcp,19,0.0966275713753,0.0969466625308,0.111775278068,96.6275713753,96.9466625308,111.775278068,0.00694068510558,0.00798763215467,0.01372136821,6.94068510558,7.98763215467,13.72136821,0.996666666667,0.993333333333,18.6309629437,18.4446547013,-0.18630824248,-11.573159890000,-11.671213799858
all,57,0.0516705016895,0.0657502312217,0.111775278068,51.6705016895,65.7502312217,111.775278068,0.00965437722637,0.0137148374624,0.038108196761,9.65437722637,13.7148374624,38.108196761,,,,,,,
