structure,n_points,raw_energy_mae_eV_per_atom,raw_energy_rmse_eV_per_atom,raw_energy_max_abs_eV_per_atom,raw_energy_mae_meV_per_atom,raw_energy_rmse_meV_per_atom,raw_energy_max_abs_meV_per_atom,phase_aligned_relative_energy_mae_eV_per_atom,phase_aligned_relative_energy_rmse_eV_per_atom,phase_aligned_relative_energy_max_abs_eV_per_atom,phase_aligned_relative_energy_mae_meV_per_atom,phase_aligned_relative_energy_rmse_meV_per_atom,phase_aligned_relative_energy_max_abs_meV_per_atom,dft_grid_min_scale,nnap_grid_min_scale,dft_grid_min_volume_per_atom_A3,nnap_grid_min_volume_per_atom_A3,grid_min_volume_shift_A3_per_atom,dft_grid_min_energy_per_atom_eV,nnap_grid_min_energy_per_atom_eV
bcc,19,0.0408537008978,0.0472496099789,0.081129145859,40.8537008978,47.2496099789,81.129145859,0.0356501593467,0.0405749838238,0.069449275101,35.6501593467,40.5749838238,69.449275101,1,0.993333333333,15.9322635215,15.6157378321,-0.316525689312,-13.015689420000,-12.994041351556
fcc,19,0.00311709319742,0.00406981477801,0.008029708665,3.11709319742,4.06981477801,8.029708665,0.00217927082958,0.00314071493963,0.00664955761,2.17927082958,3.14071493963,6.64955761,1.00666666667,1.00666666667,16.2241388353,16.2241388353,0,-12.516224712500,-12.517604863555
hcp,19,0.149268877155,0.151998705274,0.186821016134,149.268877155,151.998705274,186.821016134,0.0264437458749,0.0336457329712,0.06970859681,26.4437458749,33.6457329712,69.70859681,0.993333333333,0.99,16.2838327998,16.1204510865,-0.163381713289,-12.501367290000,-12.668232377805
all,57,0.06441322375,0.091928768512,0.186821016134,64.41322375,91.928768512,186.821016134,0.0214243920171,0.0304862195634,0.06970859681,21.4243920171,30.4862195634,69.70859681,,,,,,,
