structure,n_points,raw_energy_mae_eV_per_atom,raw_energy_rmse_eV_per_atom,raw_energy_max_abs_eV_per_atom,raw_energy_mae_meV_per_atom,raw_energy_rmse_meV_per_atom,raw_energy_max_abs_meV_per_atom,phase_aligned_relative_energy_mae_eV_per_atom,phase_aligned_relative_energy_rmse_eV_per_atom,phase_aligned_relative_energy_max_abs_eV_per_atom,phase_aligned_relative_energy_mae_meV_per_atom,phase_aligned_relative_energy_rmse_meV_per_atom,phase_aligned_relative_energy_max_abs_meV_per_atom,dft_grid_min_scale,nnap_grid_min_scale,dft_grid_min_volume_per_atom_A3,nnap_grid_min_volume_per_atom_A3,grid_min_volume_shift_A3_per_atom,dft_grid_min_energy_per_atom_eV,nnap_grid_min_energy_per_atom_eV
bcc,19,0.0956588047919,0.0962726324695,0.116174188588,95.6588047919,96.2726324695,116.174188588,0.00924478905232,0.0108541767666,0.020533408264,9.24478905232,10.8541767666,20.533408264,1,0.996666666667,18.1299727385,17.9492766721,-0.180696066423,-11.860121475000,-11.955762255324
fcc,19,0.00175388286847,0.00204330067451,0.003818719358,1.75388286847,2.04330067451,3.818719358,0.00199328979505,0.00218177537257,0.003164050119,1.99328979505,2.18177537257,3.164050119,1.01,1.01,18.7015754834,18.7015754834,0,-11.607138885000,-11.608166922133
hcp,19,0.123553982767,0.124804498295,0.148739521454,123.553982767,124.804498295,148.739521454,0.0161897553846,0.0193936287591,0.037839023763,16.1897553846,19.3936287591,37.839023763,0.996666666667,0.99,18.6309629437,18.2595926632,-0.371370280586,-11.573159890000,-11.704809346783
all,57,0.0736555568092,0.0910105445078,0.148739521454,73.6555568092,91.0105445078,148.739521454,0.00914261141067,0.0128929713863,0.037839023763,9.14261141067,12.8929713863,37.839023763,,,,,,,
