structure,n_points,raw_energy_mae_eV_per_atom,raw_energy_rmse_eV_per_atom,raw_energy_max_abs_eV_per_atom,raw_energy_mae_meV_per_atom,raw_energy_rmse_meV_per_atom,raw_energy_max_abs_meV_per_atom,phase_aligned_relative_energy_mae_eV_per_atom,phase_aligned_relative_energy_rmse_eV_per_atom,phase_aligned_relative_energy_max_abs_eV_per_atom,phase_aligned_relative_energy_mae_meV_per_atom,phase_aligned_relative_energy_rmse_meV_per_atom,phase_aligned_relative_energy_max_abs_meV_per_atom,dft_grid_min_scale,nnap_grid_min_scale,dft_grid_min_volume_per_atom_A3,nnap_grid_min_volume_per_atom_A3,grid_min_volume_shift_A3_per_atom,dft_grid_min_energy_per_atom_eV,nnap_grid_min_energy_per_atom_eV
bcc,19,0.0913442894026,0.0930565921067,0.135285992594,91.3442894026,93.0565921067,135.285992594,0.0131702835773,0.0193642862252,0.051637510685,13.1702835773,19.3642862252,51.637510685,1,0.996666666667,18.1299727385,17.9492766721,-0.180696066423,-11.860121475000,-11.943769956909
fcc,19,0.00363830355263,0.00367399519008,0.004053152274,3.63830355263,3.67399519008,4.053152274,0.000385545675316,0.000635479928669,0.001852531146,0.385545675316,0.635479928669,1.852531146,1.01,1.01,18.7015754834,18.7015754834,0,-11.607138885000,-11.611155139375
hcp,19,0.104324892611,0.105402009312,0.140589222259,104.324892611,105.402009312,140.589222259,0.0114625332245,0.0158950210691,0.041436499994,11.4625332245,15.8950210691,41.436499994,0.996666666667,0.99,18.6309629437,18.2595926632,-0.371370280586,-11.573159890000,-11.672312612265
all,57,0.0664358285219,0.0812047025364,0.140589222259,66.4358285219,81.2047025364,140.589222259,0.00833945415905,0.0144687146462,0.051637510685,8.33945415905,14.4687146462,51.637510685,,,,,,,
