source_type,source_value,scale_factor,trajectory,trajectory_path,frame,uncertainty,volume_per_atom,max_force,max_force_model0,instant_pressure_gpa,natoms,min_distance_A,physical_gate_status,candidate_rank_source,candidate_file,final_selected,cur_rank,cur_phase,cur_score,selected_file,singular_value,residual_norm,max_similarity_selected,max_similarity_base
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,500,0.2622762369,20.891105473531137,5.552554834,5.580914769,1.689534342,16,2.296433000802008,passed,1,P-1GPa_frame00000500_U0.262276.poscar,False,,,,,,,,0.9999837931
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,552,0.17049811,20.319066912170143,4.859526835,4.824047892,-1.80018534,16,2.4587836764827906,passed,2,P-1GPa_frame00000552_U0.170498.poscar,False,,,,,,,,0.9998708941
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,602,0.2537836438,20.715501874265627,5.129545867,5.197184151,0.969318018,16,2.2209270051714114,passed,3,P-1GPa_frame00000602_U0.253784.poscar,True,20,cur-fill,0.01303640564,000020.poscar,0.004326120557,0.000762121805,0.9967237395,0.9999181737
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,652,0.2058334099,19.86374459483313,4.236130669,4.222130744,5.959362182,16,2.3305556670987646,passed,4,P-1GPa_frame00000652_U0.205833.poscar,False,,,,,,,,0.9999526996
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,709,0.1702685251,21.07464317541402,3.769919939,3.796008494,-4.910009102,16,2.4092926773277785,passed,5,P-1GPa_frame00000709_U0.170269.poscar,False,,,,,,,,0.9999476833
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,761,0.1925138383,19.560874302707468,6.408638436,6.453198252,7.712630527,16,2.2891150782024106,passed,6,P-1GPa_frame00000761_U0.192514.poscar,False,,,,,,,,0.9999495253
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,811,0.2052041726,21.143825320233365,5.158715832,5.231124108,-2.876641833,16,2.252737627890483,passed,7,P-1GPa_frame00000811_U0.205204.poscar,True,15,cur-fill,0.01896705699,000015.poscar,0.007912719096,0.001219795547,0.9962906231,0.9999503938
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,861,0.2358396551,20.079257638138465,5.893044731,5.940460772,1.107906292,16,2.1264562271115683,passed,8,P-1GPa_frame00000861_U0.235840.poscar,False,,,,,,,,0.9999109458
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,915,0.1773462729,21.028784749683744,4.806480599,4.79351025,-2.777280699,16,2.374654023523408,passed,9,P-1GPa_frame00000915_U0.177346.poscar,False,,,,,,,,0.9999797636
npt_pressure,1,,P-1GPa,Ta-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,965,0.1945288189,21.129842355944287,4.448632709,4.537443205,-5.765927685,16,2.3847013988548222,passed,10,P-1GPa_frame00000965_U0.194529.poscar,False,,,,,,,,0.9999850419
