structure,n_points,raw_energy_mae_eV_per_atom,raw_energy_rmse_eV_per_atom,raw_energy_max_abs_eV_per_atom,raw_energy_mae_meV_per_atom,raw_energy_rmse_meV_per_atom,raw_energy_max_abs_meV_per_atom,phase_aligned_relative_energy_mae_eV_per_atom,phase_aligned_relative_energy_rmse_eV_per_atom,phase_aligned_relative_energy_max_abs_eV_per_atom,phase_aligned_relative_energy_mae_meV_per_atom,phase_aligned_relative_energy_rmse_meV_per_atom,phase_aligned_relative_energy_max_abs_meV_per_atom,dft_grid_min_scale,nnap_grid_min_scale,dft_grid_min_volume_per_atom_A3,nnap_grid_min_volume_per_atom_A3,grid_min_volume_shift_A3_per_atom,dft_grid_min_energy_per_atom_eV,nnap_grid_min_energy_per_atom_eV
bcc,19,0.120955157777,0.12198672561,0.153457896341,120.955157777,121.98672561,153.457896341,0.0133481656598,0.0161670020406,0.035783123113,13.3481656598,16.1670020406,35.783123113,1,0.996666666667,18.1299727385,17.9492766721,-0.180696066423,-11.860121475000,-11.977796248228
fcc,19,0.00142903333242,0.00161271372234,0.002472015932,1.42903333242,1.61271372234,2.472015932,0.000659174841368,0.000807310227005,0.001497398832,0.659174841368,0.807310227005,1.497398832,1.01,1.01,18.7015754834,18.7015754834,0,-11.607138885000,-11.608872943770
hcp,19,0.0947375764884,0.095300812977,0.11850269633,94.7375764884,95.300812977,118.50269633,0.00801978241811,0.0107080828185,0.026526728513,8.01978241811,10.7080828185,26.526728513,0.996666666667,0.99,18.6309629437,18.2595926632,-0.371370280586,-11.573159890000,-11.665135857817
all,57,0.0723739225327,0.089378608598,0.153457896341,72.3739225327,89.378608598,153.457896341,0.00734237430642,0.0112054561477,0.035783123113,7.34237430642,11.2054561477,35.783123113,,,,,,,
