source_type,source_value,scale_factor,trajectory,trajectory_path,frame,uncertainty,volume_per_atom,max_force,max_force_model0,instant_pressure_gpa,natoms,min_distance_A,physical_gate_status,candidate_rank_source,candidate_file,final_selected,cur_rank,cur_phase,cur_score,selected_file,singular_value,residual_norm,max_similarity_selected,max_similarity_base
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,500,0.309866824,19.174890253728503,9.368688713,9.690695568,-3.338190153,16,2.081396539408032,passed,1,P-1GPa_frame00000500_U0.309867.poscar,True,60,cur-fill,0.0287466408,000060.poscar,3.550280797e-05,7.689616671e-06,0.9992107793,0.9999715255
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,550,0.2819063526,18.780813896736582,6.117170074,6.33139173,3.120390669,16,2.3267622065961096,passed,2,P-1GPa_frame00000550_U0.281906.poscar,False,,,,,,,,0.9999810594
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,600,0.2726229257,17.211597523468505,5.393152333,5.466105576,4.401052488,16,2.35357065579745,passed,3,P-1GPa_frame00000600_U0.272623.poscar,False,,,,,,,,0.999737887
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,650,0.4115715972,17.867386479190646,8.297205292,7.934940007,9.796556003,16,2.161864590097447,passed,4,P-1GPa_frame00000650_U0.411572.poscar,False,,,,,,,,0.9999688511
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,700,0.1993961462,19.153489126851657,4.498924033,4.306170156,-2.743591624,16,2.3301632488248747,passed,5,P-1GPa_frame00000700_U0.199396.poscar,True,45,cur-fill,0.01459410754,000045.poscar,0.0002029970497,4.401946651e-05,0.9984966684,0.9999776944
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,750,0.3014228301,19.970259564476102,5.754256814,5.905178561,-3.765889813,16,2.2036922079510486,passed,6,P-1GPa_frame00000750_U0.301423.poscar,False,,,,,,,,0.9999892641
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,800,0.27516617,20.119458526118102,8.683535792,8.664924037,-0.1333367546,16,2.2424489963423357,passed,7,P-1GPa_frame00000800_U0.275166.poscar,True,14,cur-fill,0.04157463571,000014.poscar,0.00792211983,0.002035305061,0.9964766068,0.9999666711
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,850,0.2515330463,19.93458227063253,5.462545451,5.618972082,-2.277774651,16,2.360945392436399,passed,8,P-1GPa_frame00000850_U0.251533.poscar,False,,,,,,,,0.9999796985
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,900,0.2480118052,21.764554099173626,5.10488251,5.108503049,0.2961322435,16,2.180402673316313,passed,9,P-1GPa_frame00000900_U0.248012.poscar,True,44,cur-fill,0.04416057389,000044.poscar,0.0002205707915,6.252761465e-05,0.9993805355,0.9999749852
npt_pressure,1,,P-1GPa,W-potential/03-npt-round-1/md/P-1GPa/multi_nnap_md.xyz,950,0.3361505277,17.01645836750208,7.229563606,7.38056232,13.04920009,16,2.2848881509670544,passed,10,P-1GPa_frame00000950_U0.336151.poscar,False,,,,,,,,0.9998598176
